Date,Scale,Price,Category,Place,Selling_Type,Item_Name
2018-10-04,Per Kg,76.0,Rice,Maradagahamula,Wholesale,Nadu
2018-10-04,Per Kg,97.0,Rice,Pettah,Wholesale,Samba
2018-10-04,Per Kg,78.0,Rice,Pettah,Wholesale,Nadu
2018-10-04,Per Kg,73.0,Rice,Pettah,Wholesale,Kekulu White
2018-10-04,Per Kg,67.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2018-10-05,Per Kg,73.0,Rice,Pettah,Wholesale,Kekulu White
2018-10-05,Per Kg,73.0,Rice,Maradagahamula,Wholesale,Kekulu White
2018-10-05,Per Kg,82.0,Rice,Pettah,Retail,Kekulu White
2018-10-05,Per Kg,76.0,Rice,Maradagahamula,Wholesale,Nadu
2018-10-05,Per Kg,104.0,Rice,Pettah,Wholesale,Samba
2018-10-05,Per Kg,96.0,Rice,Maradagahamula,Wholesale,Samba
2018-10-05,Per Kg,67.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2018-10-05,Per Kg,110.0,Rice,Pettah,Retail,Samba
2018-10-05,Per Kg,78.0,Rice,Pettah,Retail,Kekulu Red
2018-10-05,Per Kg,68.0,Rice,Pettah,Wholesale,Kekulu Red
2018-10-05,Per Kg,78.0,Rice,Pettah,Wholesale,Nadu
2018-10-05,Per Kg,88.0,Rice,Pettah,Retail,Nadu
2018-10-08,Per Kg,67.0,Rice,Pettah,Wholesale,Kekulu Red
2018-10-08,Per Kg,97.0,Rice,Pettah,Wholesale,Samba
2018-10-08,Per Kg,73.0,Rice,Pettah,Wholesale,Kekulu White
2018-10-08,Per Kg,88.0,Rice,Pettah,Retail,Nadu
2018-10-08,Per Kg,96.0,Rice,Maradagahamula,Wholesale,Samba
2018-10-08,Per Kg,67.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2018-10-08,Per Kg,76.0,Rice,Maradagahamula,Wholesale,Nadu
2018-10-08,Per Kg,75.0,Rice,Pettah,Retail,Kekulu Red
2018-10-08,Per Kg,105.0,Rice,Pettah,Retail,Samba
2018-10-08,Per Kg,82.0,Rice,Pettah,Retail,Kekulu White
2018-10-08,Per Kg,78.0,Rice,Pettah,Wholesale,Nadu
2018-10-08,Per Kg,72.0,Rice,Maradagahamula,Wholesale,Kekulu White
2018-10-09,Per Kg,97.0,Rice,Pettah,Wholesale,Samba
2018-10-09,Per Kg,67.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2018-10-09,Per Kg,67.0,Rice,Pettah,Wholesale,Kekulu Red
2018-10-09,Per Kg,77.0,Rice,Maradagahamula,Wholesale,Nadu
2018-10-09,Per Kg,78.0,Rice,Pettah,Wholesale,Nadu
2018-10-09,Per Kg,82.0,Rice,Pettah,Retail,Kekulu White
2018-10-09,Per Kg,105.0,Rice,Pettah,Retail,Samba
2018-10-09,Per Kg,75.0,Rice,Pettah,Retail,Kekulu Red
2018-10-09,Per Kg,96.0,Rice,Maradagahamula,Wholesale,Samba
2018-10-09,Per Kg,88.0,Rice,Pettah,Retail,Nadu
2018-10-09,Per Kg,73.0,Rice,Maradagahamula,Wholesale,Kekulu White
2018-10-09,Per Kg,73.0,Rice,Pettah,Wholesale,Kekulu White
2018-10-10,Per Kg,73.0,Rice,Maradagahamula,Wholesale,Kekulu White
2018-10-10,Per Kg,76.0,Rice,Maradagahamula,Wholesale,Nadu
2018-10-10,Per Kg,78.0,Rice,Pettah,Wholesale,Nadu
2018-10-10,Per Kg,82.0,Rice,Pettah,Retail,Kekulu White
2018-10-10,Per Kg,97.0,Rice,Pettah,Wholesale,Samba
2018-10-10,Per Kg,67.0,Rice,Pettah,Wholesale,Kekulu Red
2018-10-10,Per Kg,73.0,Rice,Pettah,Wholesale,Kekulu White
2018-10-10,Per Kg,88.0,Rice,Pettah,Retail,Nadu
2018-10-10,Per Kg,75.0,Rice,Pettah,Retail,Kekulu Red
2018-10-10,Per Kg,67.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2018-10-10,Per Kg,105.0,Rice,Pettah,Retail,Samba
2018-10-10,Per Kg,96.0,Rice,Maradagahamula,Wholesale,Samba
2018-10-11,Per Kg,67.0,Rice,Pettah,Wholesale,Kekulu Red
2018-10-11,Per Kg,68.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2018-10-11,Per Kg,105.0,Rice,Pettah,Retail,Samba
2018-10-11,Per Kg,97.0,Rice,Pettah,Wholesale,Samba
2018-10-11,Per Kg,76.0,Rice,Maradagahamula,Wholesale,Nadu
2018-10-11,Per Kg,88.0,Rice,Pettah,Retail,Nadu
2018-10-11,Per Kg,73.0,Rice,Pettah,Wholesale,Kekulu White
2018-10-11,Per Kg,75.0,Rice,Pettah,Retail,Kekulu Red
2018-10-11,Per Kg,78.0,Rice,Pettah,Wholesale,Nadu
2018-10-11,Per Kg,73.0,Rice,Maradagahamula,Wholesale,Kekulu White
2018-10-11,Per Kg,82.0,Rice,Pettah,Retail,Kekulu White
2018-10-11,Per Kg,96.0,Rice,Maradagahamula,Wholesale,Samba
2018-10-12,Per Kg,80.0,Rice,Pettah,Wholesale,Nadu
2018-10-12,Per Kg,85.0,Rice,Pettah,Retail,Kekulu White
2018-10-12,Per Kg,75.0,Rice,Maradagahamula,Wholesale,Nadu
2018-10-12,Per Kg,68.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2018-10-12,Per Kg,108.0,Rice,Pettah,Retail,Samba
2018-10-12,Per Kg,75.0,Rice,Pettah,Wholesale,Kekulu White
2018-10-12,Per Kg,102.0,Rice,Pettah,Wholesale,Samba
2018-10-12,Per Kg,96.0,Rice,Maradagahamula,Wholesale,Samba
2018-10-12,Per Kg,90.0,Rice,Pettah,Retail,Nadu
2018-10-12,Per Kg,80.0,Rice,Pettah,Retail,Kekulu Red
2018-10-12,Per Kg,70.0,Rice,Pettah,Wholesale,Kekulu Red
2018-10-12,Per Kg,73.0,Rice,Maradagahamula,Wholesale,Kekulu White
2018-10-15,Per Kg,68.0,Rice,Pettah,Wholesale,Kekulu Red
2018-10-15,Per Kg,78.0,Rice,Pettah,Retail,Kekulu Red
2018-10-15,Per Kg,77.0,Rice,Maradagahamula,Wholesale,Nadu
2018-10-15,Per Kg,85.0,Rice,Pettah,Retail,Kekulu White
2018-10-15,Per Kg,68.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2018-10-15,Per Kg,103.0,Rice,Pettah,Wholesale,Samba
2018-10-15,Per Kg,96.0,Rice,Maradagahamula,Wholesale,Samba
2018-10-15,Per Kg,75.0,Rice,Pettah,Wholesale,Nadu
2018-10-15,Per Kg,110.0,Rice,Pettah,Retail,Samba
2018-10-15,Per Kg,75.0,Rice,Pettah,Wholesale,Kekulu White
2018-10-15,Per Kg,85.0,Rice,Pettah,Retail,Nadu
2018-10-15,Per Kg,73.0,Rice,Maradagahamula,Wholesale,Kekulu White
2018-10-16,Per Kg,96.0,Rice,Maradagahamula,Wholesale,Samba
2018-10-16,Per Kg,70.0,Rice,Pettah,Wholesale,Kekulu Red
2018-10-16,Per Kg,75.0,Rice,Pettah,Wholesale,Kekulu White
2018-10-16,Per Kg,105.0,Rice,Pettah,Retail,Samba
2018-10-16,Per Kg,77.0,Rice,Maradagahamula,Wholesale,Nadu
2018-10-16,Per Kg,68.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2018-10-16,Per Kg,97.0,Rice,Pettah,Wholesale,Samba
2018-10-16,Per Kg,85.0,Rice,Pettah,Retail,Kekulu White
2018-10-16,Per Kg,80.0,Rice,Pettah,Wholesale,Nadu
2018-10-16,Per Kg,90.0,Rice,Pettah,Retail,Nadu
2018-10-16,Per Kg,73.0,Rice,Maradagahamula,Wholesale,Kekulu White
2018-10-16,Per Kg,80.0,Rice,Pettah,Retail,Kekulu Red
2018-10-17,Per Kg,96.0,Rice,Maradagahamula,Wholesale,Samba
2018-10-17,Per Kg,75.0,Rice,Pettah,Wholesale,Kekulu White
2018-10-17,Per Kg,80.0,Rice,Pettah,Wholesale,Nadu
2018-10-17,Per Kg,80.0,Rice,Pettah,Retail,Kekulu Red
2018-10-17,Per Kg,79.0,Rice,Maradagahamula,Wholesale,Nadu
2018-10-17,Per Kg,73.0,Rice,Maradagahamula,Wholesale,Kekulu White
2018-10-17,Per Kg,70.0,Rice,Pettah,Wholesale,Kekulu Red
2018-10-17,Per Kg,97.0,Rice,Pettah,Wholesale,Samba
2018-10-17,Per Kg,68.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2018-10-17,Per Kg,85.0,Rice,Pettah,Retail,Kekulu White
2018-10-17,Per Kg,105.0,Rice,Pettah,Retail,Samba
2018-10-17,Per Kg,90.0,Rice,Pettah,Retail,Nadu
2018-10-18,Per Kg,68.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2018-10-18,Per Kg,80.0,Rice,Pettah,Retail,Kekulu Red
2018-10-18,Per Kg,97.0,Rice,Pettah,Wholesale,Samba
2018-10-18,Per Kg,75.0,Rice,Pettah,Wholesale,Kekulu White
2018-10-18,Per Kg,96.0,Rice,Maradagahamula,Wholesale,Samba
2018-10-18,Per Kg,90.0,Rice,Pettah,Retail,Nadu
2018-10-18,Per Kg,79.0,Rice,Maradagahamula,Wholesale,Nadu
2018-10-18,Per Kg,105.0,Rice,Pettah,Retail,Samba
2018-10-18,Per Kg,80.0,Rice,Pettah,Wholesale,Nadu
2018-10-18,Per Kg,85.0,Rice,Pettah,Retail,Kekulu White
2018-10-18,Per Kg,70.0,Rice,Pettah,Wholesale,Kekulu Red
2018-10-18,Per Kg,74.0,Rice,Maradagahamula,Wholesale,Kekulu White
2018-10-19,Per Kg,101.0,Rice,Pettah,Wholesale,Samba
2018-10-19,Per Kg,85.0,Rice,Pettah,Retail,Kekulu White
2018-10-19,Per Kg,70.0,Rice,Pettah,Wholesale,Kekulu Red
2018-10-19,Per Kg,73.0,Rice,Maradagahamula,Wholesale,Kekulu White
2018-10-19,Per Kg,67.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2018-10-19,Per Kg,90.0,Rice,Pettah,Retail,Nadu
2018-10-19,Per Kg,96.0,Rice,Maradagahamula,Wholesale,Samba
2018-10-19,Per Kg,75.0,Rice,Pettah,Wholesale,Kekulu White
2018-10-19,Per Kg,80.0,Rice,Pettah,Wholesale,Nadu
2018-10-19,Per Kg,108.0,Rice,Pettah,Retail,Samba
2018-10-19,Per Kg,79.0,Rice,Maradagahamula,Wholesale,Nadu
2018-10-19,Per Kg,80.0,Rice,Pettah,Retail,Kekulu Red
2018-10-22,Per Kg,80.0,Rice,Pettah,Retail,Kekulu Red
2018-10-22,Per Kg,99.0,Rice,Maradagahamula,Wholesale,Samba
2018-10-22,Per Kg,80.0,Rice,Pettah,Wholesale,Nadu
2018-10-22,Per Kg,105.0,Rice,Pettah,Retail,Samba
2018-10-22,Per Kg,85.0,Rice,Pettah,Retail,Kekulu White
2018-10-22,Per Kg,81.0,Rice,Maradagahamula,Wholesale,Nadu
2018-10-22,Per Kg,74.0,Rice,Maradagahamula,Wholesale,Kekulu White
2018-10-22,Per Kg,68.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2018-10-22,Per Kg,97.0,Rice,Pettah,Wholesale,Samba
2018-10-22,Per Kg,90.0,Rice,Pettah,Retail,Nadu
2018-10-22,Per Kg,70.0,Rice,Pettah,Wholesale,Kekulu Red
2018-10-22,Per Kg,75.0,Rice,Pettah,Wholesale,Kekulu White
2018-10-23,Per Kg,70.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2018-10-23,Per Kg,80.0,Rice,Pettah,Retail,Kekulu Red
2018-10-23,Per Kg,105.0,Rice,Pettah,Retail,Samba
2018-10-23,Per Kg,80.0,Rice,Pettah,Wholesale,Nadu
2018-10-23,Per Kg,90.0,Rice,Pettah,Retail,Nadu
2018-10-23,Per Kg,75.0,Rice,Maradagahamula,Wholesale,Kekulu White
2018-10-23,Per Kg,75.0,Rice,Pettah,Wholesale,Kekulu White
2018-10-23,Per Kg,70.0,Rice,Pettah,Wholesale,Kekulu Red
2018-10-23,Per Kg,97.0,Rice,Pettah,Wholesale,Samba
2018-10-23,Per Kg,85.0,Rice,Pettah,Retail,Kekulu White
2018-10-23,Per Kg,81.0,Rice,Maradagahamula,Wholesale,Nadu
2018-10-23,Per Kg,99.0,Rice,Maradagahamula,Wholesale,Samba
2018-10-25,Per Kg,81.0,Rice,Maradagahamula,Wholesale,Nadu
2018-10-25,Per Kg,80.0,Rice,Pettah,Wholesale,Nadu
2018-10-25,Per Kg,85.0,Rice,Pettah,Retail,Kekulu White
2018-10-25,Per Kg,90.0,Rice,Pettah,Retail,Nadu
2018-10-25,Per Kg,105.0,Rice,Pettah,Retail,Samba
2018-10-25,Per Kg,99.0,Rice,Maradagahamula,Wholesale,Samba
2018-10-25,Per Kg,75.0,Rice,Pettah,Wholesale,Kekulu White
2018-10-25,Per Kg,78.0,Rice,Maradagahamula,Wholesale,Kekulu White
2018-10-25,Per Kg,70.0,Rice,Pettah,Wholesale,Kekulu Red
2018-10-25,Per Kg,97.0,Rice,Pettah,Wholesale,Samba
2018-10-25,Per Kg,70.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2018-10-25,Per Kg,80.0,Rice,Pettah,Retail,Kekulu Red
2018-10-26,Per Kg,80.0,Rice,Pettah,Retail,Kekulu Red
2018-10-26,Per Kg,75.0,Rice,Pettah,Wholesale,Kekulu White
2018-10-26,Per Kg,69.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2018-10-26,Per Kg,85.0,Rice,Pettah,Retail,Kekulu White
2018-10-26,Per Kg,108.0,Rice,Pettah,Retail,Samba
2018-10-26,Per Kg,90.0,Rice,Pettah,Retail,Nadu
2018-10-26,Per Kg,95.0,Rice,Maradagahamula,Wholesale,Samba
2018-10-26,Per Kg,70.0,Rice,Pettah,Wholesale,Kekulu Red
2018-10-26,Per Kg,75.0,Rice,Maradagahamula,Wholesale,Kekulu White
2018-10-26,Per Kg,101.0,Rice,Pettah,Wholesale,Samba
2018-10-26,Per Kg,75.0,Rice,Maradagahamula,Wholesale,Nadu
2018-10-26,Per Kg,80.0,Rice,Pettah,Wholesale,Nadu
2018-10-29,Per Kg,80.0,Rice,Pettah,Retail,Kekulu Red
2018-10-29,Per Kg,69.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2018-10-29,Per Kg,80.0,Rice,Pettah,Wholesale,Nadu
2018-10-29,Per Kg,70.0,Rice,Pettah,Wholesale,Kekulu Red
2018-10-29,Per Kg,90.0,Rice,Pettah,Retail,Nadu
2018-10-29,Per Kg,105.0,Rice,Pettah,Retail,Samba
2018-10-29,Per Kg,97.0,Rice,Pettah,Wholesale,Samba
2018-10-29,Per Kg,85.0,Rice,Pettah,Retail,Kekulu White
2018-10-29,Per Kg,73.0,Rice,Maradagahamula,Wholesale,Kekulu White
2018-10-29,Per Kg,94.0,Rice,Maradagahamula,Wholesale,Samba
2018-10-29,Per Kg,77.0,Rice,Maradagahamula,Wholesale,Nadu
2018-10-29,Per Kg,75.0,Rice,Pettah,Wholesale,Kekulu White
2018-10-30,Per Kg,94.0,Rice,Maradagahamula,Wholesale,Samba
2018-10-30,Per Kg,97.0,Rice,Pettah,Wholesale,Samba
2018-10-30,Per Kg,85.0,Rice,Pettah,Retail,Kekulu White
2018-10-30,Per Kg,77.0,Rice,Maradagahamula,Wholesale,Nadu
2018-10-30,Per Kg,80.0,Rice,Pettah,Retail,Kekulu Red
2018-10-30,Per Kg,76.0,Rice,Maradagahamula,Wholesale,Kekulu White
2018-10-30,Per Kg,75.0,Rice,Pettah,Wholesale,Kekulu White
2018-10-30,Per Kg,70.0,Rice,Pettah,Wholesale,Kekulu Red
2018-10-30,Per Kg,90.0,Rice,Pettah,Retail,Nadu
2018-10-30,Per Kg,105.0,Rice,Pettah,Retail,Samba
2018-10-30,Per Kg,69.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2018-10-30,Per Kg,80.0,Rice,Pettah,Wholesale,Nadu
2018-10-31,Per Kg,80.0,Rice,Pettah,Retail,Kekulu Red
2018-10-31,Per Kg,85.0,Rice,Pettah,Retail,Kekulu White
2018-10-31,Per Kg,69.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2018-10-31,Per Kg,105.0,Rice,Pettah,Retail,Samba
2018-10-31,Per Kg,94.0,Rice,Maradagahamula,Wholesale,Samba
2018-10-31,Per Kg,80.0,Rice,Pettah,Wholesale,Nadu
2018-10-31,Per Kg,90.0,Rice,Pettah,Retail,Nadu
2018-10-31,Per Kg,70.0,Rice,Pettah,Wholesale,Kekulu Red
2018-10-31,Per Kg,76.0,Rice,Maradagahamula,Wholesale,Kekulu White
2018-10-31,Per Kg,97.0,Rice,Pettah,Wholesale,Samba
2018-10-31,Per Kg,77.0,Rice,Maradagahamula,Wholesale,Nadu
2018-10-31,Per Kg,75.0,Rice,Pettah,Wholesale,Kekulu White
2018-11-01,Per Kg,90.0,Rice,Pettah,Retail,Nadu
2018-11-01,Per Kg,85.0,Rice,Pettah,Retail,Kekulu White
2018-11-01,Per Kg,80.0,Rice,Pettah,Wholesale,Nadu
2018-11-01,Per Kg,76.0,Rice,Maradagahamula,Wholesale,Kekulu White
2018-11-01,Per Kg,75.0,Rice,Pettah,Wholesale,Kekulu White
2018-11-01,Per Kg,105.0,Rice,Pettah,Retail,Samba
2018-11-01,Per Kg,97.0,Rice,Pettah,Wholesale,Samba
2018-11-01,Per Kg,80.0,Rice,Pettah,Retail,Kekulu Red
2018-11-01,Per Kg,77.0,Rice,Maradagahamula,Wholesale,Nadu
2018-11-01,Per Kg,69.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2018-11-01,Per Kg,94.0,Rice,Maradagahamula,Wholesale,Samba
2018-11-01,Per Kg,70.0,Rice,Pettah,Wholesale,Kekulu Red
2018-11-02,Per Kg,76.0,Rice,Maradagahamula,Wholesale,Kekulu White
2018-11-02,Per Kg,80.0,Rice,Pettah,Retail,Kekulu Red
2018-11-02,Per Kg,94.0,Rice,Maradagahamula,Wholesale,Samba
2018-11-02,Per Kg,68.0,Rice,Pettah,Wholesale,Kekulu Red
2018-11-02,Per Kg,80.0,Rice,Pettah,Wholesale,Nadu
2018-11-02,Per Kg,85.0,Rice,Pettah,Retail,Kekulu White
2018-11-02,Per Kg,90.0,Rice,Pettah,Retail,Nadu
2018-11-02,Per Kg,108.0,Rice,Pettah,Retail,Samba
2018-11-02,Per Kg,69.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2018-11-02,Per Kg,101.0,Rice,Pettah,Wholesale,Samba
2018-11-02,Per Kg,77.0,Rice,Maradagahamula,Wholesale,Nadu
2018-11-02,Per Kg,75.0,Rice,Pettah,Wholesale,Kekulu White
2018-11-05,Per Kg,76.0,Rice,Maradagahamula,Wholesale,Kekulu White
2018-11-05,Per Kg,105.0,Rice,Pettah,Retail,Samba
2018-11-05,Per Kg,80.0,Rice,Pettah,Wholesale,Nadu
2018-11-05,Per Kg,69.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2018-11-05,Per Kg,90.0,Rice,Pettah,Retail,Nadu
2018-11-05,Per Kg,80.0,Rice,Maradagahamula,Wholesale,Nadu
2018-11-05,Per Kg,75.0,Rice,Pettah,Wholesale,Kekulu White
2018-11-05,Per Kg,80.0,Rice,Pettah,Retail,Kekulu Red
2018-11-05,Per Kg,94.0,Rice,Maradagahamula,Wholesale,Samba
2018-11-05,Per Kg,97.0,Rice,Pettah,Wholesale,Samba
2018-11-05,Per Kg,70.0,Rice,Pettah,Wholesale,Kekulu Red
2018-11-05,Per Kg,85.0,Rice,Pettah,Retail,Kekulu White
2018-11-07,Per Kg,85.0,Rice,Pettah,Retail,Kekulu White
2018-11-07,Per Kg,75.0,Rice,Pettah,Wholesale,Kekulu White
2018-11-07,Per Kg,79.0,Rice,Maradagahamula,Wholesale,Nadu
2018-11-07,Per Kg,97.0,Rice,Pettah,Wholesale,Samba
2018-11-07,Per Kg,108.0,Rice,Pettah,Retail,Samba
2018-11-07,Per Kg,76.0,Rice,Maradagahamula,Wholesale,Kekulu White
2018-11-07,Per Kg,70.0,Rice,Pettah,Wholesale,Kekulu Red
2018-11-07,Per Kg,90.0,Rice,Pettah,Retail,Nadu
2018-11-07,Per Kg,69.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2018-11-07,Per Kg,99.0,Rice,Maradagahamula,Wholesale,Samba
2018-11-07,Per Kg,80.0,Rice,Pettah,Wholesale,Nadu
2018-11-07,Per Kg,80.0,Rice,Pettah,Retail,Kekulu Red
2018-11-08,Per Kg,76.0,Rice,Maradagahamula,Wholesale,Kekulu White
2018-11-08,Per Kg,97.0,Rice,Pettah,Wholesale,Samba
2018-11-08,Per Kg,69.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2018-11-08,Per Kg,90.0,Rice,Pettah,Retail,Nadu
2018-11-08,Per Kg,85.0,Rice,Pettah,Retail,Kekulu White
2018-11-08,Per Kg,70.0,Rice,Pettah,Wholesale,Kekulu Red
2018-11-08,Per Kg,79.0,Rice,Maradagahamula,Wholesale,Nadu
2018-11-08,Per Kg,105.0,Rice,Pettah,Retail,Samba
2018-11-08,Per Kg,75.0,Rice,Pettah,Wholesale,Kekulu White
2018-11-08,Per Kg,80.0,Rice,Pettah,Wholesale,Nadu
2018-11-08,Per Kg,97.0,Rice,Maradagahamula,Wholesale,Samba
2018-11-08,Per Kg,80.0,Rice,Pettah,Retail,Kekulu Red
2018-11-09,Per Kg,80.0,Rice,Pettah,Wholesale,Nadu
2018-11-09,Per Kg,76.0,Rice,Maradagahamula,Wholesale,Kekulu White
2018-11-09,Per Kg,108.0,Rice,Pettah,Retail,Samba
2018-11-09,Per Kg,85.0,Rice,Pettah,Retail,Kekulu White
2018-11-09,Per Kg,101.0,Rice,Pettah,Wholesale,Samba
2018-11-09,Per Kg,75.0,Rice,Pettah,Wholesale,Kekulu White
2018-11-09,Per Kg,79.0,Rice,Maradagahamula,Wholesale,Nadu
2018-11-09,Per Kg,70.0,Rice,Pettah,Wholesale,Kekulu Red
2018-11-09,Per Kg,97.0,Rice,Maradagahamula,Wholesale,Samba
2018-11-09,Per Kg,69.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2018-11-09,Per Kg,80.0,Rice,Pettah,Retail,Kekulu Red
2018-11-09,Per Kg,90.0,Rice,Pettah,Retail,Nadu
2018-11-12,Per Kg,85.0,Rice,Pettah,Retail,Kekulu White
2018-11-12,Per Kg,80.0,Rice,Pettah,Wholesale,Nadu
2018-11-12,Per Kg,76.0,Rice,Maradagahamula,Wholesale,Kekulu White
2018-11-12,Per Kg,69.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2018-11-12,Per Kg,97.0,Rice,Maradagahamula,Wholesale,Samba
2018-11-12,Per Kg,70.0,Rice,Pettah,Wholesale,Kekulu Red
2018-11-12,Per Kg,80.0,Rice,Pettah,Retail,Kekulu Red
2018-11-12,Per Kg,79.0,Rice,Maradagahamula,Wholesale,Nadu
2018-11-12,Per Kg,105.0,Rice,Pettah,Retail,Samba
2018-11-12,Per Kg,90.0,Rice,Pettah,Retail,Nadu
2018-11-12,Per Kg,75.0,Rice,Pettah,Wholesale,Kekulu White
2018-11-12,Per Kg,97.0,Rice,Pettah,Wholesale,Samba
2018-11-13,Per Kg,85.0,Rice,Pettah,Retail,Kekulu White
2018-11-13,Per Kg,90.0,Rice,Pettah,Retail,Nadu
2018-11-13,Per Kg,97.0,Rice,Maradagahamula,Wholesale,Samba
2018-11-13,Per Kg,69.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2018-11-13,Per Kg,97.0,Rice,Pettah,Wholesale,Samba
2018-11-13,Per Kg,80.0,Rice,Pettah,Retail,Kekulu Red
2018-11-13,Per Kg,81.0,Rice,Maradagahamula,Wholesale,Nadu
2018-11-13,Per Kg,70.0,Rice,Pettah,Wholesale,Kekulu Red
2018-11-13,Per Kg,75.0,Rice,Pettah,Wholesale,Kekulu White
2018-11-13,Per Kg,80.0,Rice,Pettah,Wholesale,Nadu
2018-11-13,Per Kg,105.0,Rice,Pettah,Retail,Samba
2018-11-13,Per Kg,77.0,Rice,Maradagahamula,Wholesale,Kekulu White
2018-11-14,Per Kg,105.0,Rice,Pettah,Retail,Samba
2018-11-14,Per Kg,69.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2018-11-14,Per Kg,85.0,Rice,Pettah,Retail,Kekulu Red
2018-11-14,Per Kg,98.0,Rice,Maradagahamula,Wholesale,Samba
2018-11-14,Per Kg,78.0,Rice,Pettah,Wholesale,Kekulu Red
2018-11-14,Per Kg,80.0,Rice,Maradagahamula,Wholesale,Nadu
2018-11-14,Per Kg,90.0,Rice,Pettah,Retail,Nadu
2018-11-14,Per Kg,85.0,Rice,Pettah,Retail,Kekulu White
2018-11-14,Per Kg,75.0,Rice,Pettah,Wholesale,Kekulu White
2018-11-14,Per Kg,80.0,Rice,Pettah,Wholesale,Nadu
2018-11-14,Per Kg,97.0,Rice,Pettah,Wholesale,Samba
2018-11-14,Per Kg,76.0,Rice,Maradagahamula,Wholesale,Kekulu White
2018-11-15,Per Kg,76.0,Rice,Maradagahamula,Wholesale,Kekulu White
2018-11-15,Per Kg,85.0,Rice,Pettah,Retail,Kekulu White
2018-11-15,Per Kg,90.0,Rice,Pettah,Retail,Nadu
2018-11-15,Per Kg,98.0,Rice,Maradagahamula,Wholesale,Samba
2018-11-15,Per Kg,80.0,Rice,Pettah,Wholesale,Nadu
2018-11-15,Per Kg,75.0,Rice,Pettah,Wholesale,Kekulu White
2018-11-15,Per Kg,75.0,Rice,Pettah,Retail,Kekulu Red
2018-11-15,Per Kg,97.0,Rice,Pettah,Wholesale,Samba
2018-11-15,Per Kg,79.0,Rice,Maradagahamula,Wholesale,Nadu
2018-11-15,Per Kg,68.0,Rice,Pettah,Wholesale,Kekulu Red
2018-11-15,Per Kg,69.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2018-11-15,Per Kg,105.0,Rice,Pettah,Retail,Samba
2018-11-16,Per Kg,99.0,Rice,Pettah,Wholesale,Samba
2018-11-16,Per Kg,80.0,Rice,Pettah,Wholesale,Nadu
2018-11-16,Per Kg,97.0,Rice,Maradagahamula,Wholesale,Samba
2018-11-16,Per Kg,85.0,Rice,Pettah,Retail,Kekulu White
2018-11-16,Per Kg,108.0,Rice,Pettah,Retail,Samba
2018-11-16,Per Kg,77.0,Rice,Maradagahamula,Wholesale,Kekulu White
2018-11-16,Per Kg,69.0,Rice,Pettah,Wholesale,Kekulu Red
2018-11-16,Per Kg,90.0,Rice,Pettah,Retail,Nadu
2018-11-16,Per Kg,75.0,Rice,Pettah,Wholesale,Kekulu White
2018-11-16,Per Kg,79.0,Rice,Maradagahamula,Wholesale,Nadu
2018-11-16,Per Kg,69.0,Rice,Maradagahamula,Wholesale,Kekulu Red
2018-11-16,Per Kg,80.0,Rice,Pettah,Retail,Kekulu Red
2018-11-19,Per Kg,77.0,Rice,Pettah,Wholesale,Kekulu White
2018-11-19,Per Kg,97.0,Rice,Pettah,Wholesale,Samba
2018-11-19,Per Kg,78.0,Rice,Pettah,Retail,Kekulu Red
2018-11-19,Per Kg,79.0,Rice,Pettah,Wholesale,Nadu
2018-11-19,Per Kg,85.0,Rice,Pettah,Retail,Kekulu White
2018-11-19,Per Kg,97.0,Rice,Maradagahamula,Wholesale,Samba
2018-11-19,Per Kg,108.0,Rice,Pettah,Retail,Samba
2018-11-19,Per Kg,82.0,Rice,Maradagahamula,Wholesale,Nadu
2018-11-19,Per Kg,68.0,Rice,Pettah,Wholesale,Kekulu Red
2018-11-19,Per Kg,79.0,Rice,Maradagahamula,Wholesale,Kekulu White
2018-11-19,Per Kg,69.0,Rice,Maradagahamula,Wholesale,Kekulu Red
